"x1","x2","x3","x4","x5","x6","x7","y"
0.410576207455534,0.219510525204511,0.273373517841824,0.434113789904454,-0.0652421834894095,-0.0887123117152325,0.278897705681757,0.625270363834065
0.39160103216828,0.344426488060283,-0.135443489973797,0.0817302527203448,0.0811272531720996,0.0754140243186945,0.419175788501085,0.669492051229621
0.102920575919963,0.0179976843033764,0.229402078853405,0.951230494247798,0.464478110826976,0.539973298085241,0.634986964911857,1.41706187974222
-0.0684138106642445,-0.269127101132507,-0.164030808420385,0.0552202980299548,-0.247569586738972,-0.0655707042848443,-0.192093807744782,-0.718373952991397
0.154263487059117,0.0809810446425379,0.388486048314246,0.40588980540517,1.17747562460458,0.733922063109714,1.0717502883807,1.49459581509241
-0.0979443303093145,0.38504558660913,0.0960350257956221,0.172932562725383,0.0913074842591819,0.181612980680221,0.333814973256479,0.491044045691841
0.0695190135093565,-0.379394794411272,-0.2946314439672,-0.181453404120114,0.0205241848250828,0.139643592771166,-0.121968874306289,-0.100688430275552
0.167802740895517,0.0462193521084209,-0.0567243306434078,0.158077232112596,0.273311695466907,0.227246558034508,0.25420956963667,0.788967251556433
-0.229998227020669,-0.169830018275636,-0.02073805880266,-0.442832723465732,-0.208084093812726,-0.3472922801828,-0.0868748039802021,-1.27482948195531
-0.00331574466893377,-0.280077344849376,-0.249746111475589,-0.099373473523453,-0.170688719526173,-0.230202943510202,-0.390114979916493,-0.292076683832847
-0.211208418619429,0.0231141395544309,-0.424301923889528,-1.15154544792392,-1.11385806890795,-1.24706738320916,-1.61457924936732,-3.83161424692116
-0.318413637571665,0.195001624747653,-0.245582464130184,-0.132233380984823,-0.204653454859116,-0.141487668722134,-0.0220038550794313,0.0328470605004426
0.531300828039947,0.392046030968644,0.281482587385779,0.275260937789748,0.0410120047457694,0.3570766631423,0.618979070726905,2.34899428683971
0.359335151632248,0.15259962916788,0.320806323779014,0.384672650481181,0.397358452886436,0.500451733108577,0.43163397874472,1.16572082362297
0.386342869851359,0.136015307516588,-0.180134044503473,0.152913554787735,0.0291287335571444,0.211591698896715,-0.0749739197710209,0.5767989925563
-0.313876549458636,-0.018756008540956,-0.240236054257518,0.40699500706659,-0.197392564777495,-0.160633213368199,-0.0755978873700986,-0.196415022094441
0.407108255135426,-0.0428809445735352,0.597229136462653,-0.468505908463769,-0.260631361643494,0.333644398275099,0.644370817754477,1.57468647525928
0.131993241995718,0.188920136700802,0.194861577484935,0.461039278284619,0.344330535740376,1.06170626747059,0.823597775583943,1.80082073355467
-0.172736912605747,-0.0800286706894883,-0.37128820135742,-0.371757866811326,-0.15228436813778,-0.413048044620703,-0.618001124614892,-1.56418155327284
0.299068421535067,0.644267849535294,0.437962129304451,0.180293007857587,0.417763520496817,0.0918305105001856,0.415686163179514,1.01683879894257
0.106558313507511,0.190973613195503,0.280136370353734,0.259396046249534,0.250404055512967,0.660374340068981,0.512748064876665,2.11924460146081
-0.548796349068974,-0.251539653957502,0.145262549790796,-0.425517415939202,-0.146011250754836,-0.162293467752837,-0.526741492989796,-1.09272268262281
0.292826115529125,0.0797503351192445,0.455022929329027,0.117939494265691,0.939283852002537,0.72907407468834,0.570173588321778,1.86673263600794
-0.173443641800311,0.650237468000847,0.0837590150643458,0.365582983210408,0.0997686239186694,0.999142611977285,0.619982931247281,2.10189959114582
-0.00691913821638433,0.194438939786036,0.453634272235287,0.272170433785907,0.344469056431693,-0.0119995575931722,0.347164675744436,0.0793791755183666
-0.337212890407158,-0.172675898643979,0.598056078388608,0.2221691135461,0.0663873708314658,-0.112110136673792,0.169676443626145,-0.269573955299362
-0.0815904924900446,0.0626027401493391,-0.460283380585384,0.0915101750414207,0.364283746111812,0.0704881661902612,0.223229586112549,0.77819723879386
-0.232930101594565,-0.127592442117224,-0.364515203721971,-0.4390451072649,-0.148002466861187,-0.300163007948972,-0.565694605346629,-0.886518891091131
0.483671784002292,0.216543847543045,-0.141500028831182,-0.118639363371494,0.0374461923404073,0.0798624797769537,0.0895856019594648,-0.0598832924581003
0.0468807714188619,-0.0185823471749834,-0.127726594852041,0.0737276049954017,-0.226165415446143,0.0110827381499556,0.0320987697833171,-0.159539987300548
-0.0729692348194527,-0.363323206923431,-0.396053478159338,-0.26726953916291,-0.556233366524845,-0.576326662096672,-0.409693173235002,-1.76841082168148
-0.463836026172731,0.0659935820955699,0.109073112476278,-0.338367040299471,-0.489307331122124,-0.398153831911327,-0.314132278142347,-1.41956449249707
0.0794546637606539,-0.216836297400226,-0.393888136293817,-0.619900403950531,-0.61312707668068,-1.02561410946131,-0.373743806081452,-2.01003209722339
-0.222764493236709,-0.120451608934342,-0.374913071036997,0.182648797042794,-0.00228149924352505,-0.140652844142391,-0.200967952852647,-0.0425864547874001
-0.139711587989758,0.344467907145148,0.731611495219748,0.20256914742139,0.572007540948542,0.218225395578472,0.732588294449953,1.44729735169897
-0.232651569097202,0.251984906890404,0.36162880853538,0.519737714090426,0.518442302964768,0.375772395960332,0.439313324346272,1.25904525921345
-0.288468436033316,0.184896561912485,0.345810825762195,-0.101680248190977,-0.110152663488814,-0.136685057520447,-0.738594083333536,-1.2809958498682
-0.0628954164744941,0.0849946405642509,0.133320083489404,0.663668980197028,0.948463222723547,0.977675596214658,0.116629217137008,1.47398086970322
-0.146187298554644,0.447682948327844,0.41449032620829,0.460046743134695,0.0155125952051244,0.37015888469109,0.584803444532523,1.76673964866124
